project_id,contract_date,completion_date,year,town,county,distance_from_home_base_miles,business_type,roof_type,project_type,roof_size_sqft,stories,roof_access_complexity,occupied_building_flag,tear_off_required_flag,insulation_replacement_flag,number_of_roof_penetrations,hurricane_related_flag,emergency_job_flag,permit_complexity_score,estimated_duration_days,actual_duration_days,delay_days,weather_delay_days,change_order_amount,contract_value,revenue_per_sqft,material_cost,labor_cost,subcontractor_cost,equipment_cost,permit_cost,disposal_cost,travel_cost,overrun_cost,total_cost,gross_profit,profit_margin_pct,lead_source,customer_type,competitive_bid_flag,number_of_competitors_estimated,salesperson,sales_cycle_days,won_with_discount_flag,discount_pct,month,quarter,busy_season_flag,post_hurricane_demand_flag,material_price_index,labor_tightness_index
SWFL-2025-0131,2025-11-24,2025-12-06,2025,Estero,Lee,25.4,Retail,Built-Up Roofing,Repair,5606,3,Medium,True,False,False,8,False,False,4,4,8,4,0,2739.7,157529.13,28.1,63978.03,58517.93,11169.53,4485.81,2309.83,279.62,2201.67,3734.21,146676.63,13592.2,0.0848,Referral,Existing,False,2,Blake,37,False,0.0,11,Q4,True,False,119.0,107.9
SWFL-2025-0132,2025-03-04,2025-03-20,2025,Bonita Springs,Lee,17.0,Multifamily,EPDM,Repair,6512,3,Medium,False,True,True,6,False,True,3,1,7,6,0,17616.03,137487.41,21.11,39150.2,61584.95,8809.58,6630.6,1981.59,1441.52,1811.89,7269.57,128679.9,26423.54,0.1704,Property Manager,New,False,3,Cameron,41,False,0.0,3,Q1,True,False,112.6,114.7
SWFL-2025-0133,2025-05-21,2025-06-20,2025,Cape Coral,Lee,19.4,Retail,TPO,Full Replacement,28655,2,Low,False,True,True,8,False,True,5,16,24,8,1,3494.95,508662.54,17.75,167117.36,155346.13,26940.71,25733.91,3341.74,8694.4,4110.34,17665.33,408949.92,103207.57,0.2015,Insurance / Storm,New,True,3,Avery,37,False,0.0,5,Q2,True,False,114.5,119.0
SWFL-2022-0134,2022-08-01,2022-08-11,2022,Fort Myers,Lee,3.0,Retail,Coating / Restoration,Repair,7073,2,Low,True,False,False,9,False,False,5,8,10,2,0,8677.77,94877.8,13.41,23448.42,32905.82,5663.89,5015.14,2692.29,303.62,601.98,1641.56,72272.72,31282.85,0.3021,Property Manager,New,False,0,Emerson,20,False,0.0,8,Q3,False,True,117.5,113.9
SWFL-2022-0135,2022-02-19,2022-02-28,2022,Bonita Springs,Lee,32.4,Warehouse,Modified Bitumen,Full Replacement,16849,2,Low,True,True,False,11,False,False,5,5,9,4,1,7957.14,315777.97,18.74,100872.33,98721.17,11239.27,6792.35,2618.24,4794.09,4839.24,5476.22,235352.91,88382.2,0.273,Insurance / Storm,New,True,4,Avery,27,False,0.0,2,Q1,False,True,114.2,118.8
SWFL-2019-0136,2019-10-21,2019-11-16,2019,Naples,Collier,35.3,Multifamily,Metal,Storm Damage Replacement,24848,2,Medium,True,True,True,13,True,False,4,10,18,8,2,40385.62,831381.25,33.46,321620.8,273633.14,62302.89,35390.05,3850.25,6472.35,7794.33,19202.1,730265.91,141500.96,0.1623,Insurance / Storm,New,False,1,Cameron,26,False,0.0,10,Q4,True,False,103.5,99.1
SWFL-2022-0137,2022-02-23,2022-03-14,2022,Fort Myers,Lee,18.0,Hotel / Hospitality,Metal,Storm Damage Replacement,17847,3,High,True,True,False,14,True,True,8,9,12,3,1,3579.19,512867.73,28.74,220026.12,199864.57,56328.04,20898.16,5486.51,5792.1,2823.03,7131.6,518350.13,-1903.21,-0.0037,Google Search,Existing,True,1,Emerson,40,False,0.0,2,Q1,False,True,114.7,113.6
SWFL-2020-0138,2020-03-14,2020-04-04,2020,Fort Myers,Lee,3.0,Warehouse,TPO,New Installation,35597,2,Low,True,False,False,12,False,False,4,8,12,4,0,43235.05,524191.66,14.73,148946.67,127811.21,40430.92,27811.79,3779.09,1510.51,1180.65,6374.18,357845.02,209581.69,0.3694,General Contractor,New,True,5,Blake,34,False,0.0,3,Q1,True,False,98.4,103.4
SWFL-2025-0139,2025-05-18,2025-05-31,2025,Estero,Lee,28.8,Medical,Modified Bitumen,Coating / Restoration,16838,1,Medium,False,False,False,11,False,False,3,4,10,6,1,2623.44,240802.97,14.3,80689.95,82768.98,18484.19,7743.57,2211.85,767.42,4595.51,7043.31,204304.78,39121.63,0.1607,Repeat Customer,Existing,False,2,Emerson,29,False,0.0,5,Q2,True,False,121.2,110.6
SWFL-2022-0140,2022-04-12,2022-04-30,2022,Cape Coral,Lee,13.2,School / Institutional,Modified Bitumen,Storm Damage Replacement,49265,2,Low,True,True,False,13,True,False,4,17,13,-4,1,-37641.41,1075468.72,21.83,350028.3,379389.09,67305.09,55448.31,4956.25,14970.49,5327.16,1210.37,878635.06,159192.25,0.1534,Repeat Customer,Existing,False,3,Blake,37,False,0.0,4,Q2,True,True,113.1,115.3
SWFL-2023-0141,2023-07-09,2023-08-01,2023,Naples,Collier,40.4,Industrial,TPO,Storm Damage Replacement,69763,2,Low,False,True,True,19,True,True,5,16,23,7,2,75024.25,1409095.36,20.2,449458.94,516768.84,220629.97,75537.05,6258.92,17781.36,19099.93,33065.76,1338600.77,145518.84,0.0981,Referral,Existing,True,1,Avery,52,False,0.0,7,Q3,False,True,119.1,120.2
SWFL-2020-0142,2020-08-07,2020-08-26,2020,Fort Myers,Lee,15.0,Retail,Built-Up Roofing,Full Replacement,14354,4,Medium,True,True,True,11,False,False,6,8,15,7,2,16801.89,296621.14,20.66,88854.93,81608.18,17430.15,11002.57,3197.75,3265.24,2051.05,9462.02,216871.89,96551.14,0.3081,Repeat Customer,Existing,False,1,Drew,22,False,0.0,8,Q3,False,False,101.6,97.2
SWFL-2024-0143,2024-07-27,2024-07-31,2024,Sarasota,Sarasota,76.6,Warehouse,Modified Bitumen,Repair,8622,3,Medium,False,False,False,7,False,False,4,3,1,-4,0,1407.2,169236.25,19.63,62354.5,51822.78,12777.11,10948.82,3153.09,411.21,7965.29,0.0,149432.8,21210.65,0.1243,Google Search,New,False,1,Drew,41,False,0.0,7,Q3,False,False,117.3,104.9
SWFL-2022-0144,2022-09-17,2022-09-27,2022,Bonita Springs,Lee,31.5,Retail,Coating / Restoration,Coating / Restoration,7908,1,Low,False,False,False,5,False,False,3,3,9,6,2,-1811.97,54490.87,6.89,14400.82,17792.16,2061.77,1330.94,2370.68,333.94,3187.56,5275.69,46753.56,5925.34,0.1125,Property Manager,New,True,4,Drew,51,False,0.0,9,Q3,False,True,116.4,119.6
SWFL-2020-0145,2020-03-12,2020-04-04,2020,Bonita Springs,Lee,23.3,Office,TPO,Full Replacement,34046,5,Medium,True,True,True,13,False,False,8,12,14,2,0,27301.53,562629.64,16.53,142086.0,172836.4,47723.13,15103.88,4958.07,10451.22,6115.34,3325.47,402599.51,187331.66,0.3175,Property Manager,New,True,6,Cameron,56,False,0.0,3,Q1,True,False,95.8,103.9
SWFL-2022-0146,2022-11-13,2022-12-20,2022,Fort Myers,Lee,10.6,Office,Metal,New Installation,58778,2,Low,True,True,True,24,False,False,5,16,28,12,0,37088.57,1610822.48,27.41,727154.67,445437.54,64564.02,75904.52,6866.89,15401.91,4386.1,42593.77,1382309.42,265601.63,0.1612,Google Search,New,True,5,Drew,22,False,0.0,11,Q4,True,True,119.4,114.2
SWFL-2025-0147,2025-12-05,2025-12-31,2025,Cape Coral,Lee,11.3,Retail,Metal,Storm Damage Replacement,38619,4,Medium,True,True,True,18,True,False,6,13,19,6,1,88267.65,1130147.61,29.26,498628.11,456070.06,100389.09,55064.81,5836.79,11380.08,3052.32,17359.71,1147780.97,70634.29,0.058,Property Manager,New,True,3,Blake,63,True,0.0592,12,Q4,False,False,117.2,110.5
SWFL-2019-0148,2019-03-30,2019-04-13,2019,Lehigh Acres,Lee,20.7,School / Institutional,Built-Up Roofing,Repair,4390,1,Low,True,False,False,3,False,False,4,8,7,-1,1,1437.13,90949.13,20.72,28620.88,30127.75,6634.36,1683.11,1802.72,189.69,1648.8,422.76,71130.07,21256.19,0.2301,Repeat Customer,Existing,True,0,Emerson,46,True,0.018,3,Q1,True,False,97.4,102.3
SWFL-2020-0149,2020-11-21,2020-12-06,2020,Fort Myers,Lee,10.8,Retail,EPDM,Storm Damage Replacement,36558,5,Medium,True,False,False,14,True,False,6,9,10,1,1,17245.08,605156.99,16.55,178744.33,173225.53,51909.66,36806.64,4197.98,1309.37,3311.52,2573.41,452078.44,170323.63,0.2737,Google Search,Existing,True,5,Drew,49,False,0.0,11,Q4,True,False,108.2,103.5
SWFL-2020-0150,2020-10-25,2020-11-07,2020,Fort Myers,Lee,7.2,Restaurant,Modified Bitumen,New Installation,18554,1,Medium,False,False,False,16,False,False,2,9,8,-1,0,-6791.69,279449.81,15.06,80977.3,66063.3,24169.5,15002.2,2564.83,815.34,1455.52,0.0,191047.99,81610.13,0.2993,Referral,New,True,5,Drew,36,False,0.0,10,Q4,True,False,102.6,97.5
SWFL-2023-0151,2023-11-18,2023-11-19,2023,Cape Coral,Lee,10.8,Retail,TPO,Coating / Restoration,7957,1,Low,False,False,False,3,True,False,3,4,1,-5,1,1134.78,113233.62,14.23,37756.73,40240.05,11065.43,5890.72,2159.23,311.48,1364.23,440.59,99228.46,15139.94,0.1324,Referral,New,True,4,Avery,56,False,0.0,11,Q4,True,True,118.8,116.5
SWFL-2019-0152,2019-08-12,2019-09-07,2019,Marco Island,Collier,56.9,Medical,TPO,Full Replacement,12970,5,High,True,True,False,13,False,False,7,12,17,5,2,20251.08,271137.74,20.9,68256.06,77914.34,33272.26,20306.48,3776.95,3301.57,7642.1,6824.06,221293.82,70095.0,0.2406,Google Search,New,False,4,Blake,48,False,0.0,8,Q3,False,False,94.7,95.4
SWFL-2024-0153,2024-10-01,2024-10-10,2024,Cape Coral,Lee,11.0,Restaurant,TPO,Coating / Restoration,8744,4,Medium,False,False,False,19,True,False,6,7,2,-5,2,5450.14,103544.06,11.84,33498.69,35254.76,11062.1,6531.7,3131.66,374.39,1302.1,865.67,92021.07,16973.13,0.1557,General Contractor,Existing,True,4,Blake,32,True,0.0511,9,Q3,False,False,113.4,110.6
SWFL-2023-0154,2023-12-21,2024-01-13,2023,Lehigh Acres,Lee,25.8,Warehouse,Coating / Restoration,Full Replacement,37422,5,Medium,True,False,True,16,False,False,7,12,22,10,1,4383.55,275620.64,7.37,73850.27,94793.56,19476.24,9188.8,3315.71,1495.7,7544.46,12031.67,221696.41,58307.78,0.2082,Google Search,New,True,2,Avery,27,True,0.0357,12,Q4,False,True,119.8,116.8
SWFL-2023-0155,2023-11-26,2023-12-09,2023,Naples,Collier,34.0,Warehouse,Built-Up Roofing,New Installation,42980,1,Low,True,False,False,12,False,False,3,6,6,0,0,16798.59,861233.66,20.04,320740.9,226712.5,81310.18,29028.75,4134.63,1544.14,8839.33,0.0,672310.43,205721.82,0.2343,Referral,New,False,3,Cameron,32,False,0.0,11,Q4,True,True,120.1,114.1
SWFL-2023-0156,2023-01-31,2023-02-18,2023,Cape Coral,Lee,12.2,HOA / Clubhouse,TPO,Full Replacement,19893,2,Low,True,False,False,13,False,False,5,10,11,1,0,974.95,310634.92,15.62,105020.23,87803.24,16323.18,11959.64,2629.34,852.72,2365.87,1209.14,228163.36,83446.51,0.2678,Bid Invitation,New,True,4,Drew,58,False,0.0,1,Q1,False,True,121.1,115.3
SWFL-2021-0157,2021-12-17,2022-01-04,2021,Port Charlotte,Charlotte,38.5,Office,Metal,Storm Damage Replacement,36338,2,Low,True,True,False,15,False,False,4,10,10,0,0,11927.66,1014802.3,27.93,449407.04,374998.68,95301.3,46096.5,5194.07,8177.78,8992.05,0.0,988167.42,38562.54,0.0376,Referral,New,True,2,Emerson,35,False,0.0,12,Q4,False,False,110.4,103.1
SWFL-2021-0158,2021-02-19,2021-03-05,2021,Fort Myers,Lee,4.5,Hotel / Hospitality,TPO,Storm Damage Replacement,21838,1,Low,True,True,True,16,False,False,3,11,9,-2,0,13961.85,360267.24,16.5,103800.14,110714.56,28214.94,17533.67,2601.65,5648.75,1250.67,0.0,269764.38,104464.71,0.2791,Google Search,New,True,1,Blake,35,False,0.0,2,Q1,False,False,108.3,108.8
SWFL-2025-0159,2025-01-29,2025-02-10,2025,Naples,Collier,36.6,Medical,Built-Up Roofing,Repair,2871,1,Medium,True,False,False,4,False,False,1,6,8,2,0,-1161.02,80522.22,28.05,30004.2,31886.48,6511.85,3278.54,1182.16,100.3,2433.79,1589.88,76987.2,2374.0,0.0299,Repeat Customer,Existing,False,0,Drew,39,False,0.0,1,Q1,False,False,115.6,111.9
SWFL-2024-0160,2024-09-07,2024-09-17,2024,Port Charlotte,Charlotte,41.3,Multifamily,Metal,Full Replacement,30967,2,Low,False,False,False,11,False,False,3,9,9,0,2,-25442.5,726928.59,23.47,306335.66,184635.19,73888.7,28128.42,3802.61,1190.65,8097.0,1863.09,607941.32,93544.77,0.1334,Repeat Customer,Existing,False,3,Avery,17,False,0.0,9,Q3,False,False,116.7,112.4
SWFL-2024-0161,2024-09-06,2024-09-30,2024,Fort Myers,Lee,11.1,Office,Metal,Full Replacement,37057,1,Low,True,True,False,11,False,False,4,12,16,4,3,32009.71,881810.24,23.8,396193.36,309357.31,91232.0,33804.82,4199.28,9705.06,3530.43,12115.38,860137.64,53682.31,0.0587,Property Manager,Existing,True,3,Avery,46,False,0.0,9,Q3,False,False,110.5,111.1
SWFL-2021-0162,2021-07-24,2021-08-05,2021,Lehigh Acres,Lee,25.2,Office,Coating / Restoration,Full Replacement,20409,2,Low,True,False,False,6,True,False,5,3,5,2,1,-5803.94,180243.51,8.83,47342.57,45338.06,14175.27,9456.93,3055.89,752.58,4708.51,2443.07,127272.88,47166.69,0.2704,Repeat Customer,Existing,False,0,Avery,25,False,0.0,7,Q3,False,False,111.3,101.8
SWFL-2023-0163,2023-04-18,2023-05-04,2023,Lehigh Acres,Lee,24.0,Restaurant,Modified Bitumen,Storm Damage Replacement,23300,2,Medium,True,True,True,25,True,False,5,10,14,4,0,36378.55,450966.9,19.35,157908.65,161270.49,31215.94,18209.37,4188.12,5768.94,4176.96,5846.96,388585.43,98760.02,0.2026,General Contractor,New,False,1,Cameron,30,False,0.0,4,Q2,True,True,118.5,111.1
SWFL-2023-0164,2023-12-15,2024-01-12,2023,Cape Coral,Lee,10.5,Office,TPO,Storm Damage Replacement,67895,1,Low,True,False,False,21,True,False,4,18,20,2,0,-37879.39,1082268.22,15.94,372629.22,332893.82,127351.96,55677.41,5137.11,2987.1,4628.34,5196.17,906501.13,137887.7,0.132,General Contractor,New,True,3,Emerson,73,False,0.0,12,Q4,False,True,114.7,114.2
SWFL-2023-0165,2023-04-27,2023-05-20,2023,Cape Coral,Lee,10.6,Warehouse,Coating / Restoration,New Installation,59716,1,Low,False,False,False,21,False,False,3,15,16,1,0,10350.36,530009.02,8.88,143598.19,161742.76,32384.23,10699.92,3241.61,2980.64,4430.71,1604.02,360682.08,179677.3,0.3325,Referral,Existing,False,2,Emerson,11,False,0.0,4,Q2,True,True,119.7,121.9
SWFL-2022-0166,2022-02-10,2022-02-23,2022,Port Charlotte,Charlotte,45.1,Restaurant,EPDM,New Installation,17595,1,Low,False,False,False,11,True,False,4,6,6,0,1,63.79,220716.65,12.54,69305.32,58407.29,15484.81,6012.84,2969.74,865.43,6641.77,526.57,160213.77,60566.67,0.2743,Insurance / Storm,New,True,4,Cameron,39,False,0.0,2,Q1,False,True,116.1,118.0
SWFL-2024-0167,2024-05-25,2024-06-11,2024,Naples,Collier,32.8,Restaurant,Modified Bitumen,Storm Damage Replacement,17970,3,High,True,True,True,16,True,False,4,9,16,7,1,27450.57,346583.67,19.29,121086.57,138730.23,40699.75,13340.43,3330.94,5226.96,4836.15,9544.22,336795.25,37238.99,0.0996,General Contractor,New,True,5,Avery,30,True,0.0497,5,Q2,True,False,114.9,111.3
SWFL-2025-0168,2025-10-08,2025-10-15,2025,Bonita Springs,Lee,18.9,Industrial,TPO,Coating / Restoration,20153,2,Low,False,False,True,14,False,False,2,5,6,1,0,6898.46,232079.76,11.52,80742.34,67050.8,17316.77,9922.76,2130.11,829.57,3546.66,1067.74,182606.75,56371.47,0.2359,Google Search,New,True,5,Avery,47,False,0.0,10,Q4,True,False,117.2,110.4
SWFL-2024-0169,2024-07-16,2024-08-06,2024,Estero,Lee,17.9,School / Institutional,Metal,Full Replacement,39766,2,Low,True,True,True,17,False,False,5,14,16,2,1,60634.85,1072598.53,26.97,477801.91,329743.21,94913.76,31521.85,5003.65,10495.3,5946.6,6369.43,961795.71,171437.67,0.1513,Bid Invitation,New,True,4,Drew,51,True,0.0526,7,Q3,False,False,114.5,108.0
SWFL-2020-0170,2020-01-06,2020-01-23,2020,Sarasota,Sarasota,76.1,Restaurant,EPDM,Repair,2500,2,Medium,True,False,False,11,False,False,4,5,8,3,1,1723.5,58658.81,23.46,16006.19,22097.57,5334.81,2594.15,2421.06,122.27,3922.64,2663.68,55162.37,5219.94,0.0864,Repeat Customer,Existing,False,1,Avery,36,False,0.0,1,Q1,False,False,103.8,101.0
SWFL-2024-0171,2024-03-27,2024-04-12,2024,Punta Gorda,Charlotte,40.4,Warehouse,Built-Up Roofing,Storm Damage Replacement,56508,2,Low,True,True,False,12,False,False,4,13,9,-4,0,-17031.83,940163.61,16.64,378262.61,387844.02,33396.93,27850.45,5148.58,14497.58,15754.07,0.0,862754.24,60377.54,0.0654,Google Search,Existing,True,6,Drew,68,True,0.0766,3,Q1,True,True,128.2,123.7
SWFL-2024-0172,2024-09-18,2024-10-06,2024,Fort Myers,Lee,6.9,Medical,Modified Bitumen,Coating / Restoration,4224,3,High,True,False,False,14,False,False,5,7,11,4,1,-223.73,63694.28,15.08,22382.84,22831.05,7215.73,3555.75,2993.06,195.85,804.96,3459.55,63438.79,31.76,0.0005,General Contractor,New,True,2,Blake,49,False,0.0,9,Q3,False,False,117.4,106.3
SWFL-2025-0173,2025-09-20,2025-10-05,2025,Cape Coral,Lee,9.5,Restaurant,Metal,Full Replacement,27186,1,Low,True,True,False,13,False,False,4,9,15,6,0,41001.81,652814.25,24.01,293861.61,204003.54,68070.79,13137.08,3429.64,6916.88,2194.9,10950.39,602564.83,91251.23,0.1315,Repeat Customer,Existing,True,5,Avery,56,True,0.0581,9,Q3,False,False,117.8,111.6
SWFL-2025-0174,2025-02-18,2025-03-05,2025,Cape Coral,Lee,11.9,Office,TPO,New Installation,35649,5,Medium,True,False,False,14,False,False,6,9,12,3,0,49295.77,536464.95,15.05,165555.69,153472.73,49765.14,26594.85,4659.14,1218.58,2891.68,4846.91,409004.72,176756.0,0.3018,Repeat Customer,Existing,True,5,Drew,66,False,0.0,2,Q1,False,False,111.7,110.9
SWFL-2020-0175,2020-04-11,2020-05-02,2020,Cape Coral,Lee,12.0,Warehouse,TPO,Full Replacement,22404,2,Low,False,True,True,4,False,False,5,10,15,5,1,3276.65,282985.64,12.63,81715.39,85116.61,16543.7,13312.65,3210.2,4971.1,2538.6,6373.26,213781.51,72480.78,0.2532,Property Manager,New,False,1,Avery,24,False,0.0,4,Q2,True,False,102.4,110.5
SWFL-2023-0176,2023-09-21,2023-10-04,2023,Port Charlotte,Charlotte,50.4,Industrial,TPO,New Installation,31329,2,Low,True,False,False,12,True,False,5,8,9,1,2,13557.98,455865.02,14.55,137052.9,136182.5,31194.01,22016.85,3586.71,1493.8,11075.32,2899.94,345502.03,123920.97,0.264,Bid Invitation,New,True,5,Avery,20,False,0.0,9,Q3,False,True,119.0,121.9
SWFL-2020-0177,2020-04-19,2020-05-10,2020,Cape Coral,Lee,12.1,Restaurant,Coating / Restoration,Coating / Restoration,13593,3,High,True,False,False,12,False,True,5,9,15,6,1,8466.27,105030.14,7.73,25342.8,36212.94,13849.41,4107.92,3010.83,501.1,1606.17,7230.36,91861.53,21634.88,0.1906,Google Search,New,False,5,Avery,29,False,0.0,4,Q2,True,False,100.9,102.7
SWFL-2025-0178,2025-05-21,2025-06-03,2025,Fort Myers,Lee,7.4,Hotel / Hospitality,Coating / Restoration,Coating / Restoration,14278,1,Medium,False,False,True,12,False,False,3,8,12,4,1,-2262.54,103512.76,7.25,27727.93,27991.88,3969.15,4155.51,1997.27,493.69,1354.89,3778.1,71468.42,29781.8,0.2941,Bid Invitation,New,True,1,Drew,42,False,0.0,5,Q2,True,False,120.1,114.7
SWFL-2021-0179,2021-04-22,2021-05-16,2021,Fort Myers,Lee,3.0,School / Institutional,TPO,Storm Damage Replacement,36699,1,Low,True,True,False,11,False,False,3,14,18,4,0,41652.23,583004.22,15.89,193486.66,190510.91,26173.7,31235.62,3508.22,11768.78,1075.78,6797.63,464557.3,160099.15,0.2563,General Contractor,New,True,0,Cameron,68,True,0.0859,4,Q2,True,False,109.4,103.8
SWFL-2024-0180,2024-10-08,2024-10-24,2024,Fort Myers,Lee,8.7,Medical,Modified Bitumen,Full Replacement,11052,4,High,True,True,True,13,False,False,6,7,10,3,0,14529.74,240149.07,21.73,78801.08,81761.33,20480.85,15013.54,3311.35,3392.57,1276.34,3246.8,207283.86,47394.95,0.1861,Referral,Existing,False,3,Avery,53,False,0.0,10,Q4,True,False,113.8,110.5
SWFL-2025-0181,2025-03-21,2025-04-08,2025,Naples,Collier,40.7,Hotel / Hospitality,Coating / Restoration,New Installation,34482,1,Medium,True,False,True,16,False,False,3,11,15,4,0,-2592.93,334447.54,9.7,98463.67,92665.83,29520.06,16253.6,2506.13,1216.05,9774.51,5008.02,255407.87,76446.74,0.2304,Repeat Customer,Existing,False,2,Emerson,21,False,0.0,3,Q1,True,False,121.3,112.3
SWFL-2023-0182,2023-05-14,2023-05-24,2023,Fort Myers,Lee,5.4,Retail,TPO,Repair,5288,1,Low,True,True,False,12,True,False,2,8,10,2,2,2430.48,89655.69,16.95,29648.2,41651.43,6373.35,2003.3,1713.46,1182.16,678.47,2466.21,85716.58,6369.59,0.0692,Google Search,Existing,False,0,Drew,52,False,0.0,5,Q2,True,True,123.1,119.3
SWFL-2023-0183,2023-06-06,2023-06-23,2023,Bonita Springs,Lee,23.9,HOA / Clubhouse,Metal,Storm Damage Replacement,41823,2,Low,True,True,True,13,True,False,5,14,17,3,1,11492.84,1560259.04,37.31,700238.73,590176.86,118543.98,61989.66,6827.95,12267.77,7303.41,11973.61,1509321.97,62429.91,0.0397,General Contractor,New,False,2,Emerson,26,False,0.0,6,Q2,False,True,122.6,118.1
SWFL-2019-0184,2019-09-27,2019-10-09,2019,Naples,Collier,32.4,Multifamily,Metal,Repair,9111,1,Medium,True,True,True,8,True,False,3,4,10,6,0,43688.58,457228.4,50.18,192450.81,161643.56,43775.49,16080.93,2701.29,2506.42,3016.61,8838.07,431013.18,69903.8,0.1396,Referral,New,True,4,Avery,45,False,0.0,9,Q3,False,False,101.8,95.9
SWFL-2020-0185,2020-12-22,2021-01-03,2020,Cape Coral,Lee,15.0,Retail,TPO,New Installation,12319,4,Medium,True,True,True,9,False,False,6,6,7,1,0,14424.36,207101.52,16.81,61169.23,54207.59,12670.52,11175.33,3701.92,3189.46,2069.85,1022.78,149206.68,72319.2,0.3265,Google Search,Existing,False,3,Blake,15,False,0.0,12,Q4,False,False,104.2,99.3
SWFL-2020-0186,2020-07-19,2020-08-07,2020,Naples,Collier,32.6,Hotel / Hospitality,Coating / Restoration,Coating / Restoration,15855,1,High,False,True,False,18,False,False,5,9,10,1,1,-4042.8,136336.99,8.6,30216.75,44724.13,13552.08,3587.51,2636.89,4150.84,4048.12,1354.48,104270.8,28023.39,0.2118,Repeat Customer,Existing,False,3,Avery,40,False,0.0,7,Q3,False,False,100.9,100.3
SWFL-2023-0187,2023-01-23,2023-02-04,2023,Port Charlotte,Charlotte,44.0,School / Institutional,Metal,Full Replacement,35791,1,Low,False,True,False,7,True,False,3,12,12,0,0,20770.72,990561.2,27.68,419440.81,279338.44,85768.82,39034.78,4546.81,8110.16,9617.0,0.0,845856.82,165475.1,0.1636,Property Manager,Existing,False,0,Cameron,41,False,0.0,1,Q1,False,True,120.7,113.3
SWFL-2024-0188,2024-01-14,2024-02-07,2024,Naples,Collier,36.5,Multifamily,Coating / Restoration,Full Replacement,31348,2,Low,True,True,False,11,False,False,4,12,17,5,2,10688.07,298244.68,9.51,90026.01,102929.48,20136.26,9990.72,3221.55,9953.31,8555.88,7111.39,251924.6,57008.15,0.1845,Insurance / Storm,New,False,0,Emerson,19,False,0.0,1,Q1,False,True,124.8,122.3
SWFL-2023-0189,2023-03-12,2023-04-01,2023,Estero,Lee,21.0,Hotel / Hospitality,EPDM,Repair,3488,2,Medium,True,False,True,12,False,False,4,6,17,11,0,4082.04,69674.24,19.98,20826.93,28158.88,7063.74,3072.92,1899.03,158.26,1431.82,8529.55,71141.13,2615.15,0.0355,Insurance / Storm,Existing,True,4,Cameron,43,False,0.0,3,Q1,True,True,117.7,116.1
SWFL-2024-0190,2024-07-09,2024-07-13,2024,Cape Coral,Lee,12.0,Office,TPO,Coating / Restoration,12358,1,Low,True,False,False,4,False,False,4,6,3,-3,0,4859.04,126336.81,10.22,37732.05,40760.99,7929.79,6700.17,2280.61,536.91,1496.29,0.0,97436.81,33759.04,0.2573,Insurance / Storm,New,False,2,Drew,14,False,0.0,7,Q3,False,False,112.9,108.7
SWFL-2024-0191,2024-08-20,2024-09-06,2024,Cape Coral,Lee,10.4,Multifamily,Metal,Full Replacement,10410,2,Low,True,True,True,7,False,False,4,7,15,8,1,14002.38,266076.53,25.56,122988.13,84186.16,17549.07,9947.43,2083.22,2598.38,1444.87,9594.36,250391.62,29687.29,0.106,Referral,Existing,False,3,Blake,37,False,0.0,8,Q3,False,False,109.4,104.0
SWFL-2020-0192,2020-01-10,2020-01-23,2020,Estero,Lee,26.4,Hotel / Hospitality,TPO,Full Replacement,25691,2,Low,False,True,False,9,False,False,3,9,10,1,0,21812.18,360971.1,14.05,109359.61,92953.57,32174.91,8327.05,2947.83,5938.18,6121.75,1299.75,259122.65,123660.63,0.3231,Referral,Existing,False,0,Avery,37,False,0.0,1,Q1,False,False,106.6,99.4
SWFL-2023-0193,2023-07-20,2023-08-30,2023,Punta Gorda,Charlotte,44.2,Warehouse,Metal,Storm Damage Replacement,164539,4,Medium,False,True,True,37,True,False,7,30,32,2,0,38980.34,4807204.77,29.22,2105640.35,1736783.47,208209.3,253976.13,16901.49,46809.06,43325.08,18605.94,4430250.82,415934.29,0.0858,Insurance / Storm,New,False,3,Emerson,32,False,0.0,7,Q3,False,True,119.1,110.9
SWFL-2022-0194,2022-07-05,2022-07-11,2022,Naples,Collier,46.7,School / Institutional,Built-Up Roofing,Repair,3908,1,Medium,True,False,False,8,False,False,2,3,4,1,1,-1165.35,97373.55,24.92,33596.62,44692.11,4445.77,3366.44,1279.37,178.88,2628.67,1253.17,91441.03,4767.17,0.0496,Referral,New,False,1,Avery,56,False,0.0,7,Q3,False,True,117.1,114.8
SWFL-2020-0195,2020-12-03,2020-12-15,2020,Cape Coral,Lee,14.6,Retail,Coating / Restoration,Coating / Restoration,8290,1,Low,False,True,False,3,False,False,5,7,5,-2,0,2981.68,64523.64,7.78,14173.03,22241.69,2367.93,1592.19,1540.34,2400.7,1599.07,0.0,45914.95,21590.37,0.3198,Property Manager,Existing,False,0,Emerson,25,False,0.0,12,Q4,False,False,102.5,105.7
SWFL-2025-0196,2025-11-26,2025-12-05,2025,Lehigh Acres,Lee,7.9,School / Institutional,Modified Bitumen,Repair,2970,1,Low,True,False,False,5,False,True,4,3,8,5,0,640.84,48861.64,16.45,16693.91,18183.52,3298.92,1558.48,1687.65,143.89,741.78,4981.17,47289.32,2213.16,0.0447,Insurance / Storm,Existing,False,0,Drew,36,False,0.0,11,Q4,True,False,115.2,114.3
